train_loss,val_loss,train_f1,val_f1,lr
2.269530640167444,2.113055037729668,0.12781178951263428,0.1763383150100708,0.0001
2.2015597779734604,1.9642602277524543,0.20608031749725342,0.3080775737762451,0.0001
2.1441172537079205,1.84126554294066,0.2684336006641388,0.4239526689052582,0.0001
2.0740922243416713,1.735460745565819,0.3447365164756775,0.3881182372570038,0.0001
2.026412282941563,1.6498591863747798,0.40455079078674316,0.5488413572311401,0.0001
1.9818571062585393,1.5651311856327634,0.4475610554218292,0.5664916634559631,0.0001
1.9458376809853275,1.51405125133919,0.47591066360473633,0.5868863463401794,0.0001
1.8981116561392268,1.4464784282626528,0.524968683719635,0.6038209199905396,0.0001
1.8896952916164786,1.3690888646877173,0.543480634689331,0.684221625328064,0.0001
1.8643536375763736,1.288012237259836,0.5600818395614624,0.6803967952728271,5e-05
1.831902751846919,1.2092829211191698,0.5920271873474121,0.7549136281013489,5e-05
1.8000158425631707,1.2235339825803584,0.6138448715209961,0.7430660724639893,5e-05
1.7747957490198736,1.1857929554852573,0.6421370506286621,0.7734092473983765,5e-05
1.7446682731580843,1.164481880086841,0.6671139001846313,0.7850123643875122,5e-05
1.7288670023552686,1.139501019860759,0.6750748157501221,0.771087646484375,5e-05
1.753192672113172,1.06327162547545,0.6685335040092468,0.8125888705253601,5e-05
1.7249960496582413,1.0889805428909534,0.6894665956497192,0.829438328742981,5e-05
1.6900842046521418,1.05736238396529,0.6995556354522705,0.8209123611450195,5e-05
1.69182839415241,1.0830465094609694,0.7037327885627747,0.8329231142997742,5e-05
1.674142213365118,1.0489686167601384,0.7303485870361328,0.8462689518928528,2.5e-05
1.6476474727362462,1.0249010441881237,0.7377162575721741,0.8474863767623901,2.5e-05
1.6413864005449947,1.0459627491055112,0.7382171154022217,0.8480416536331177,2.5e-05
1.6317262173780238,1.0278527673446771,0.7552328109741211,0.8502296209335327,2.5e-05
1.6506949841570693,0.9878165748986331,0.7455422878265381,0.867160439491272,2.5e-05
1.6237752142947277,1.0241920731284402,0.7594104409217834,0.8480179309844971,2.5e-05
1.640281464777836,0.9854324171037385,0.7605198621749878,0.8722649216651917,2.5e-05
1.6130286420013358,1.001559373104211,0.7630511522293091,0.8613890409469604,2.5e-05
1.6125654952596375,0.9488911827405294,0.7714720964431763,0.8677811622619629,2.5e-05
1.6127533104414302,0.9383806739792679,0.7734534740447998,0.8789982199668884,2.5e-05
1.5914387310983913,0.982904539866881,0.7821937203407288,0.8744719624519348,1.25e-05
1.599240518075809,0.9464510534748887,0.7824840545654297,0.8787348866462708,1.25e-05
1.5687829518264114,0.963792057651462,0.7955167293548584,0.8789581060409546,1.25e-05
1.575429476577949,0.9646230060042758,0.8041785359382629,0.8820881247520447,1.25e-05
1.581226151951857,0.9242805901801947,0.7918276786804199,0.8840821385383606,1.25e-05
1.5545786054226276,0.9063361838008418,0.8066071271896362,0.8825548887252808,1.25e-05
1.584545304175137,0.9402529281197172,0.797728955745697,0.886189877986908,1.25e-05
1.6175693451952773,0.9617067629640753,0.7725433707237244,0.8804349899291992,1.25e-05
1.5872424878771343,0.9905702489795107,0.788236677646637,0.8800209760665894,1.25e-05
1.5952956241274636,0.9513720418467666,0.7894814014434814,0.8840985298156738,1.25e-05
1.5526675484618362,0.9368419520782701,0.8077597618103027,0.8865536451339722,6.25e-06
